1.000000000000000000e+00,8.527669963280679610e+00
2.000000000000000000e+00,8.126420366943770901e+00
3.000000000000000000e+00,7.591473042878752686e+00
4.000000000000000000e+00,6.522294481457927340e+00
5.000000000000000000e+00,5.551214359766399653e+00
6.000000000000000000e+00,5.114431034859084235e+00
7.000000000000000000e+00,5.038345923568586571e+00
8.000000000000000000e+00,5.579508352838524310e+00
9.000000000000000000e+00,6.301128497720212884e+00
1.000000000000000000e+01,1.351139339291978558e+01
1.100000000000000000e+01,7.228509541747630607e+00
1.200000000000000000e+01,7.019001461729667213e+00
1.300000000000000000e+01,6.341680290922017349e+00
1.400000000000000000e+01,5.333199982233605141e+00
1.500000000000000000e+01,4.380257038188966057e+00
1.600000000000000000e+01,3.891974057112669527e+00
1.700000000000000000e+01,3.852916746910049817e+00
1.800000000000000000e+01,4.379461374830754039e+00
1.900000000000000000e+01,4.824891569661266644e+00
2.000000000000000000e+01,4.740278635710608590e+00
2.100000000000000000e+01,4.288895178178821155e+00
2.200000000000000000e+01,3.583605018878083470e+00
2.300000000000000000e+01,3.229691134886921944e+00
2.400000000000000000e+01,3.260950179031472551e+00
2.500000000000000000e+01,3.466245815936666030e+00
2.600000000000000000e+01,3.600496227696455165e+00
2.700000000000000000e+01,3.524500497503896934e+00
2.800000000000000000e+01,3.216343146742227432e+00
2.900000000000000000e+01,2.813692332104702931e+00
3.000000000000000000e+01,2.483642345352173209e+00
3.100000000000000000e+01,2.398756874664139005e+00
3.200000000000000000e+01,2.491359534089384375e+00
3.300000000000000000e+01,2.473691423989251348e+00
3.400000000000000000e+01,2.293214051498315253e+00
3.500000000000000000e+01,1.846252376072475609e+00
3.600000000000000000e+01,1.429397718630559755e+00
3.700000000000000000e+01,1.116622200917316343e+00
3.800000000000000000e+01,1.089653800235006464e+00
3.900000000000000000e+01,1.031739536103439381e+00
4.000000000000000000e+01,1.274591789595350688e+00
4.100000000000000000e+01,7.428085362796850166e-01
4.200000000000000000e+01,9.581488987560753401e-01
4.300000000000000000e+01,8.912091387442069301e-01
4.400000000000000000e+01,7.874124665197991257e-01
4.500000000000000000e+01,7.112544847763875300e-01
4.600000000000000000e+01,7.239031436133063213e-01
4.700000000000000000e+01,6.243808377137459731e-01
4.800000000000000000e+01,6.770563817902006676e-01
4.900000000000000000e+01,5.336046354041170670e-01
5.000000000000000000e+01,4.086314331169220160e-01
5.100000000000000000e+01,3.743762546873953267e-01
5.200000000000000000e+01,4.550991130554523645e-01
5.300000000000000000e+01,4.522970070206432380e-01
5.400000000000000000e+01,5.417489660701606535e-01
5.500000000000000000e+01,5.161685806055195114e-01
5.600000000000000000e+01,4.636235508233885749e-01
5.700000000000000000e+01,4.570161725840364286e-01
5.800000000000000000e+01,4.719304261914790688e-01
5.900000000000000000e+01,3.943972895572799287e-01
6.000000000000000000e+01,4.306858548922344321e-01
6.100000000000000000e+01,3.516397822628067882e-01
6.200000000000000000e+01,3.164221836469003901e-01
6.300000000000000000e+01,4.561324789781956435e-01
6.400000000000000000e+01,3.667177815543953834e-01
6.500000000000000000e+01,3.177372879221287971e-01
6.600000000000000000e+01,3.738842431313481596e-01
6.700000000000000000e+01,3.263661522120805958e-01
6.800000000000000000e+01,3.464118136882076704e-01
6.900000000000000000e+01,3.859146606883737673e-01
7.000000000000000000e+01,3.147736917427133019e-01
7.100000000000000000e+01,2.866470924667858799e-01
7.200000000000000000e+01,2.907464218361313080e-01
7.300000000000000000e+01,3.141762353621774251e-01
7.400000000000000000e+01,3.531126218748218415e-01
7.500000000000000000e+01,3.679817940046289371e-01
7.600000000000000000e+01,3.999840645653392479e-01
7.700000000000000000e+01,3.278083631204551929e-01
7.800000000000000000e+01,3.286982313606044981e-01
7.900000000000000000e+01,2.923816959442907537e-01
8.000000000000000000e+01,2.820344299514077058e-01
8.100000000000000000e+01,2.730604256801760776e-01
8.200000000000000000e+01,2.623824876525636673e-01
8.300000000000000000e+01,3.041369288673241300e-01
8.400000000000000000e+01,2.942675921142529072e-01
8.500000000000000000e+01,3.119870562650917112e-01
8.600000000000000000e+01,2.960891134754093934e-01
8.700000000000000000e+01,2.803471574674554212e-01
8.800000000000000000e+01,2.663832311224094140e-01
8.900000000000000000e+01,3.605766356974600129e-01
